"i","j","x"
5692,129,1
5693,129,1
5694,129,1
5696,129,1
5697,129,1
5698,129,1
5699,129,1
5700,129,1
5705,129,1
5706,129,1
5707,129,1
5709,129,1
5711,129,1
5713,129,1
5715,129,1
5716,129,1
5720,129,1
5721,129,1
5722,129,1
5723,129,1
5724,129,1
5725,129,1
5726,129,1
5728,129,1
5731,129,1
5732,129,1
5736,129,1
5737,129,1
5739,129,1
5741,129,1
5744,129,1
5747,129,1
5748,129,1
5749,129,1
5753,129,1
5755,129,1
5757,129,1
5758,129,1
5759,129,1
5760,129,1
5761,129,1
5762,129,1
5763,129,1
5764,129,1
5765,129,1
5767,129,1
5768,129,1
5769,129,1
5771,129,1
5772,129,1
5773,129,1
5776,129,1
5777,129,1
5781,129,1
5782,129,1
5783,129,1
5785,129,1
5786,129,1
5787,129,1
5788,129,1
5790,129,1
5791,129,1
5792,129,1
5794,129,1
5795,129,1
5798,129,1
5800,129,1
5802,129,1
5803,129,1
5804,129,1
5805,129,1
5806,129,1
5807,129,1
5808,129,1
5810,129,1
5812,129,1
5814,129,1
5815,129,1
5817,129,1
5818,129,1
5820,129,1
5822,129,1
5823,129,1
5824,129,1
5825,129,1
5826,129,1
5828,129,1
5829,129,1
5830,129,1
5832,129,1
5834,129,1
5835,129,1
5836,129,1
5837,129,1
5839,129,1
5841,129,1
5842,129,1
5843,129,1
5845,129,1
5846,129,1
5847,129,1
5848,129,1
5850,129,1
5851,129,1
5852,129,1
5854,129,1
5855,129,1
5858,129,1
5862,129,1
5863,129,1
5864,129,1
5865,129,1
5866,129,1
5869,129,1
5870,129,1
5872,129,1
5873,129,1
5874,129,1
5875,129,1
5876,129,1
5878,129,1
5879,129,1
5880,129,1
5881,129,1
5882,129,1
5883,129,1
5884,129,1
5885,129,1
5886,129,1
5887,129,1
5888,129,1
5889,129,1
5890,129,1
5891,129,1
5892,129,1
5893,129,1
5894,129,1
5895,129,1
5897,129,1
5898,129,1
5899,129,1
5900,129,1
5903,129,1
5904,129,1
5905,129,1
5906,129,1
5907,129,1
5908,129,1
5909,129,1
5910,129,1
5911,129,1
5912,129,1
5913,129,1
5914,129,1
5917,129,1
5919,129,1
5920,129,1
5921,129,1
5922,129,1
5923,129,1
5926,129,1
5927,129,1
5930,129,1
5931,129,1
5932,129,1
5936,129,1
5937,129,1
5939,129,1
5942,129,1
5943,129,1
5948,129,1
5949,129,1
5950,129,1
5951,129,1
5952,129,1
5953,129,1
5954,129,1
5956,129,1
5957,129,1
5958,129,1
5959,129,1
5960,129,1
5962,129,1
5963,129,1
5964,129,1
5967,129,1
5969,129,1
5970,129,1
5971,129,1
5972,129,1
5973,129,1
5975,129,1
5976,129,1
5978,129,1
5980,129,1
5981,129,1
5982,129,1
5984,129,1
5985,129,1
5986,129,1
5988,129,1
5991,129,1
5992,129,1
5994,129,1
5995,129,1
5996,129,1
5997,129,1
5998,129,1
5999,129,1
6000,129,1
6001,129,1
6002,129,1
6004,129,1
6005,129,1
6006,129,1
6008,129,1
6009,129,1
6010,129,1
6011,129,1
6014,129,1
6015,129,1
6016,129,1
6017,129,1
6018,129,1
6020,129,1
6021,129,1
6022,129,1
6023,129,1
6025,129,1
6027,129,1
6028,129,1
6029,129,1
6030,129,1
6032,129,1
6033,129,1
6034,129,1
6035,129,1
6037,129,1
6038,129,1
6040,129,1
6041,129,1
6042,129,1
6043,129,1
6044,129,1
6048,129,1
6049,129,1
6050,129,1
6051,129,1
6052,129,1
6055,129,1
6056,129,1
6057,129,1
6061,129,1
6062,129,1
6063,129,1
6064,129,1
6065,129,1
6066,129,1
6067,129,1
6068,129,1
6069,129,1
6071,129,1
6072,129,1
6073,129,1
6074,129,1
6076,129,1
6078,129,1
6079,129,1
6080,129,1
6081,129,1
6082,129,1
6084,129,1
6085,129,1
6088,129,1
6089,129,1
6091,129,1
6096,129,1
6098,129,1
6099,129,1
6100,129,1
6103,129,1
6104,129,1
6106,129,1
6108,129,1
6110,129,1
6111,129,1
6112,129,1
6113,129,1
6114,129,1
6115,129,1
6117,129,1
6118,129,1
6120,129,1
6121,129,1
6122,129,1
6124,129,1
6127,129,1
6129,129,1
6130,129,1
6132,129,1
6133,129,1
6135,129,1
6137,129,1
6139,129,1
6140,129,1
6143,129,1
6144,129,1
6145,129,1
6147,129,1
6148,129,1
6150,129,1
6152,129,1
6153,129,1
6154,129,1
6155,129,1
6156,129,1
6159,129,1
6160,129,1
6161,129,1
6163,129,1
6164,129,1
6165,129,1
6166,129,1
6167,129,1
6169,129,1
6171,129,1
6172,129,1
6173,129,1
6174,129,1
6175,129,1
6178,129,1
6179,129,1
6180,129,1
6181,129,1
6182,129,1
6185,129,1
6186,129,1
6188,129,1
6189,129,1
6190,129,1
6192,129,1
6193,129,1
6195,129,1
6197,129,1
6198,129,1
6199,129,1
6201,129,1
6203,129,1
6204,129,1
6205,129,1
6209,129,1
6211,129,1
6212,129,1
6213,129,1
6216,129,1
6217,129,1
6218,129,1
6222,129,1
6224,129,1
6225,129,1
6226,129,1
6228,129,1
6229,129,1
6230,129,1
6231,129,1
6232,129,1
6233,129,1
6235,129,1
6237,129,1
6238,129,1
6239,129,1
6240,129,1
6241,129,1
6242,129,1
6243,129,1
6244,129,1
6246,129,1
6247,129,1
6249,129,1
6250,129,1
6251,129,1
6252,129,1
6254,129,1
6255,129,1
6256,129,1
6257,129,1
6259,129,1
6260,129,1
6261,129,1
6262,129,1
6265,129,1
6266,129,1
6267,129,1
6272,129,1
6273,129,1
6275,129,1
6276,129,1
6277,129,1
6279,129,1
6280,129,1
6283,129,1
6284,129,1
6286,129,1
6287,129,1
6288,129,1
6290,129,1
6291,129,1
6294,129,1
6295,129,1
6296,129,1
6299,129,1
6301,129,1
6304,129,1
6305,129,1
6306,129,1
6307,129,1
6309,129,1
6311,129,1
6312,129,1
6313,129,1
6314,129,1
6315,129,1
6316,129,1
6318,129,1
6319,129,1
6321,129,1
6323,129,1
6325,129,1
6326,129,1
6328,129,1
6329,129,1
6330,129,1
6331,129,1
6332,129,1
6333,129,1
6334,129,1
6335,129,1
6337,129,1
6338,129,1
6340,129,1
6341,129,1
6343,129,1
6344,129,1
6345,129,1
6346,129,1
6348,129,1
6350,129,1
6351,129,1
6355,129,1
6356,129,1
6357,129,1
6358,129,1
6359,129,1
6360,129,1
6361,129,1
6364,129,1
6365,129,1
6366,129,1
6369,129,1
6372,129,1
6373,129,1
6374,129,1
6375,129,1
6376,129,1
6377,129,1
6378,129,1
6379,129,1
6380,129,1
6383,129,1
6385,129,1
6386,129,1
6387,129,1
6388,129,1
6389,129,1
6390,129,1
6392,129,1
6393,129,1
6394,129,1
6395,129,1
6396,129,1
6398,129,1
6399,129,1
6400,129,1
6401,129,1
6402,129,1
6403,129,1
6404,129,1
6406,129,1
6407,129,1
6409,129,1
6410,129,1
6412,129,1
6413,129,1
6414,129,1
6415,129,1
6417,129,1
6418,129,1
6420,129,1
6422,129,1
6423,129,1
6425,129,1
6428,129,1
6431,129,1
6432,129,1
6433,129,1
6435,129,1
6436,129,1
6437,129,1
6439,129,1
6440,129,1
6441,129,1
6444,129,1
6445,129,1
6446,129,1
6447,129,1
6448,129,1
6449,129,1
6450,129,1
6452,129,1
6453,129,1
6454,129,1
6457,129,1
6460,129,1
6462,129,1
6463,129,1
6464,129,1
6466,129,1
6467,129,1
6468,129,1
6470,129,1
6471,129,1
6474,129,1
6475,129,1
6477,129,1
6478,129,1
6480,129,1
6481,129,1
6482,129,1
6483,129,1
6484,129,1
6487,129,1
6488,129,1
6489,129,1
6492,129,1
6494,129,1
6496,129,1
6497,129,1
6499,129,1
6500,129,1
6501,129,1
6502,129,1
6503,129,1
6504,129,1
6505,129,1
6506,129,1
6507,129,1
6508,129,1
6509,129,1
6510,129,1
6511,129,1
6514,129,1
6516,129,1
6518,129,1
6519,129,1
6520,129,1
6521,129,1
6522,129,1
6526,129,1
6527,129,1
6528,129,1
6531,129,1
6532,129,1
6533,129,1
6534,129,1
6536,129,1
6537,129,1
6538,129,1
6539,129,1
6541,129,1
6543,129,1
6545,129,1
6547,129,1
6548,129,1
6549,129,1
6551,129,1
6552,129,1
6555,129,1
6556,129,1
6557,129,1
6559,129,1
6560,129,1
6561,129,1
6563,129,1
6564,129,1
6566,129,1
6567,129,1
6568,129,1
6569,129,1
6570,129,1
6573,129,1
6574,129,1
6575,129,1
6577,129,1
6579,129,1
6580,129,1
6581,129,1
6583,129,1
6584,129,1
6585,129,1
6586,129,1
6587,129,1
6589,129,1
6590,129,1
6591,129,1
6592,129,1
6593,129,1
6595,129,1
6596,129,1
6597,129,1
6598,129,1
6601,129,1
6602,129,1
6604,129,1
6605,129,1
6606,129,1
6607,129,1
6608,129,1
6610,129,1
6611,129,1
6612,129,1
6613,129,1
6615,129,1
6616,129,1
6618,129,1
6619,129,1
6621,129,1
6622,129,1
6624,129,1
6626,129,1
6630,129,1
6631,129,1
6632,129,1
6633,129,1
6634,129,1
6635,129,1
6636,129,1
6637,129,1
6638,129,1
6639,129,1
6640,129,1
6643,129,1
6644,129,1
6645,129,1
6646,129,1
6647,129,1
6649,129,1
6651,129,1
6653,129,1
6654,129,1
6656,129,1
6658,129,1
6661,129,1
6662,129,1
6663,129,1
6666,129,1
6668,129,1
6670,129,1
6676,129,1
6677,129,1
6679,129,1
6682,129,1
6684,129,1
6685,129,1
6687,129,1
6689,129,1
6692,129,1
6693,129,1
6694,129,1
6695,129,1
6697,129,1
6698,129,1
6701,129,1
6704,129,1
6705,129,1
6706,129,1
6707,129,1
6708,129,1
6709,129,1
6710,129,1
6711,129,1
6712,129,1
6713,129,1
6715,129,1
6716,129,1
6717,129,1
6718,129,1
6719,129,1
6720,129,1
6721,129,1
6722,129,1
6723,129,1
6724,129,1
6725,129,1
6726,129,1
6727,129,1
6728,129,1
6729,129,1
6732,129,1
6733,129,1
6734,129,1
6735,129,1
6736,129,1
6737,129,1
6739,129,1
6740,129,1
6741,129,1
6742,129,1
6743,129,1
6744,129,1
6745,129,1
6746,129,1
6747,129,1
6749,129,1
6750,129,1
6751,129,1
6753,129,1
6754,129,1
6756,129,1
6757,129,1
6759,129,1
6760,129,1
6761,129,1
6763,129,1
6764,129,1
6766,129,1
6767,129,1
6774,129,1
6775,129,1
6776,129,1
6777,129,1
6780,129,1
6783,129,1
6785,129,1
6786,129,1
6787,129,1
6788,129,1
6790,129,1
6791,129,1
6792,129,1
6793,129,1
6794,129,1
6795,129,1
6798,129,1
6801,129,1
6803,129,1
6804,129,1
6805,129,1
6806,129,1
6807,129,1
6808,129,1
6810,129,1
6813,129,1
6815,129,1
6816,129,1
6817,129,1
6818,129,1
6819,129,1
6820,129,1
6821,129,1
6822,129,1
6823,129,1
6824,129,1
6825,129,1
6826,129,1
6827,129,1
6828,129,1
6829,129,1
6830,129,1
6832,129,1
6834,129,1
6835,129,1
6836,129,1
6838,129,1
6839,129,1
6841,129,1
6843,129,1
6844,129,1
6845,129,1
6846,129,1
6847,129,1
6848,129,1
6849,129,1
6851,129,1
6852,129,1
6853,129,1
6855,129,1
6856,129,1
6857,129,1
6859,129,1
6860,129,1
6862,129,1
6863,129,1
6864,129,1
6866,129,1
6867,129,1
6868,129,1
6870,129,1
6873,129,1
6875,129,1
6876,129,1
6877,129,1
6878,129,1
6880,129,1
6883,129,1
6884,129,1
6885,129,1
6887,129,1
6889,129,1
6892,129,1
6895,129,1
6896,129,1
6897,129,1
6899,129,1
6900,129,1
6901,129,1
6902,129,1
6905,129,1
6906,129,1
6907,129,1
6908,129,1
6909,129,1
6910,129,1
6919,129,1
6920,129,1
6921,129,1
6922,129,1
6923,129,1
6924,129,1
6925,129,1
6926,129,1
6927,129,1
6928,129,1
6929,129,1
6930,129,1
6931,129,1
6933,129,1
6934,129,1
6935,129,1
6937,129,1
6938,129,1
6939,129,1
6940,129,1
6941,129,1
6942,129,1
6943,129,1
6944,129,1
6945,129,1
6946,129,1
6947,129,1
6948,129,1
6949,129,1
6950,129,1
6951,129,1
6952,129,1
6954,129,1
6955,129,1
6956,129,1
6960,129,1
6963,129,1
6965,129,1
6966,129,1
6967,129,1
6969,129,1
6971,129,1
6973,129,1
6974,129,1
6976,129,1
6978,129,1
6980,129,1
6982,129,1
6984,129,1
6986,129,1
6988,129,1
6989,129,1
6990,129,1
6992,129,1
6993,129,1
6998,129,1
7000,129,1
7002,129,1
7003,129,1
7004,129,1
7007,129,1
7008,129,1
7010,129,1
7011,129,1
7012,129,1
7015,129,1
7020,129,1
7021,129,1
7022,129,1
7023,129,1
7026,129,1
7027,129,1
7028,129,1
7030,129,1
7031,129,1
7034,129,1
7036,129,1
7037,129,1
7038,129,1
7039,129,1
7041,129,1
7042,129,1
7043,129,1
7049,129,1
7053,129,1
7056,129,1
7057,129,1
7058,129,1
7059,129,1
7061,129,1
7062,129,1
7063,129,1
7064,129,1
7066,129,1
7068,129,1
7069,129,1
7070,129,1
7071,129,1
7072,129,1
7073,129,1
7074,129,1
7075,129,1
7077,129,1
7078,129,1
7082,129,1
7083,129,1
7084,129,1
7085,129,1
7086,129,1
7087,129,1
7088,129,1
7089,129,1
7090,129,1
7092,129,1
7093,129,1
7094,129,1
7095,129,1
7096,129,1
7097,129,1
7098,129,1
7100,129,1
7101,129,1
7103,129,1
7104,129,1
7106,129,1
7107,129,1
7109,129,1
7110,129,1
7111,129,1
7114,129,1
7115,129,1
7117,129,1
7119,129,1
7121,129,1
7123,129,1
7124,129,1
7125,129,1
7126,129,1
7127,129,1
7128,129,1
7129,129,1
7130,129,1
7131,129,1
7132,129,1
7133,129,1
7134,129,1
7135,129,1
7136,129,1
7137,129,1
7139,129,1
7140,129,1
7141,129,1
7142,129,1
7144,129,1
7145,129,1
7146,129,1
7147,129,1
7149,129,1
7151,129,1
7152,129,1
7153,129,1
7154,129,1
7155,129,1
7156,129,1
7157,129,1
7158,129,1
7159,129,1
7160,129,1
7161,129,1
7166,129,1
7168,129,1
7169,129,1
7171,129,1
7172,129,1
7173,129,1
7175,129,1
7177,129,1
7178,129,1
7179,129,1
7180,129,1
7181,129,1
7182,129,1
7183,129,1
7184,129,1
7186,129,1
7188,129,1
7189,129,1
7190,129,1
7191,129,1
7194,129,1
7196,129,1
7198,129,1
7199,129,1
7202,129,1
7203,129,1
7204,129,1
7206,129,1
7207,129,1
7208,129,1
7209,129,1
7212,129,1
7213,129,1
7214,129,1
7217,129,1
7220,129,1
7221,129,1
7222,129,1
7223,129,1
7224,129,1
7225,129,1
7226,129,1
7227,129,1
7228,129,1
7229,129,1
7231,129,1
7232,129,1
7234,129,1
7236,129,1
7237,129,1
7238,129,1
7240,129,1
7241,129,1
7242,129,1
7244,129,1
7247,129,1
7248,129,1
7249,129,1
7250,129,1
7251,129,1
7253,129,1
7254,129,1
7255,129,1
7256,129,1
7257,129,1
7258,129,1
7261,129,1
7262,129,1
7263,129,1
7264,129,1
7265,129,1
7266,129,1
7267,129,1
7268,129,1
7269,129,1
7270,129,1
7271,129,1
7272,129,1
7273,129,1
7274,129,1
7276,129,1
7279,129,1
7281,129,1
7282,129,1
7283,129,1
7284,129,1
7285,129,1
7288,129,1
7289,129,1
7290,129,1
7291,129,1
7295,129,1
7297,129,1
7300,129,1
7302,129,1
7304,129,1
7305,129,1
7306,129,1
7307,129,1
7308,129,1
7309,129,1
7311,129,1
7312,129,1
7313,129,1
7314,129,1
7315,129,1
7316,129,1
7317,129,1
7318,129,1
7319,129,1
7320,129,1
7322,129,1
7323,129,1
7324,129,1
7325,129,1
7326,129,1
7327,129,1
7329,129,1
7331,129,1
7332,129,1
7335,129,1
7337,129,1
7339,129,1
7340,129,1
7341,129,1
7342,129,1
7343,129,1
7344,129,1
7345,129,1
7347,129,1
7348,129,1
7349,129,1
7350,129,1
7351,129,1
7352,129,1
7354,129,1
7355,129,1
7356,129,1
7357,129,1
7358,129,1
7361,129,1
7362,129,1
7365,129,1
7366,129,1
7367,129,1
7370,129,1
7371,129,1
7373,129,1
7374,129,1
7376,129,1
7377,129,1
7378,129,1
7379,129,1
7383,129,1
7385,129,1
7386,129,1
7388,129,1
7391,129,1
7392,129,1
7393,129,1
7394,129,1
7395,129,1
7396,129,1
7398,129,1
7399,129,1
7400,129,1
7401,129,1
7402,129,1
7404,129,1
7406,129,1
7408,129,1
7410,129,1
7411,129,1
7413,129,1
7414,129,1
7415,129,1
7416,129,1
7417,129,1
7420,129,1
7421,129,1
7422,129,1
7423,129,1
7424,129,1
7426,129,1
7429,129,1
7431,129,1
7432,129,1
7433,129,1
7434,129,1
7435,129,1
7436,129,1
7437,129,1
7438,129,1
7439,129,1
7440,129,1
7441,129,1
7444,129,1
7446,129,1
7447,129,1
7448,129,1
7449,129,1
7450,129,1
7451,129,1
7452,129,1
7453,129,1
7454,129,1
7456,129,1
7457,129,1
7459,129,1
7461,129,1
7462,129,1
7463,129,1
7464,129,1
7465,129,1
7466,129,1
7468,129,1
7469,129,1
7472,129,1
7473,129,1
7474,129,1
7475,129,1
7476,129,1
7477,129,1
7479,129,1
7481,129,1
7482,129,1
7483,129,1
7485,129,1
7486,129,1
7487,129,1
7488,129,1
7491,129,1
7492,129,1
7493,129,1
7494,129,1
7495,129,1
7498,129,1
7499,129,1
7500,129,1
7502,129,1
7503,129,1
7504,129,1
7505,129,1
7506,129,1
7509,129,1
7511,129,1
7513,129,1
7517,129,1
7520,129,1
7522,129,1
7523,129,1
7524,129,1
7525,129,1
7526,129,1
7528,129,1
7530,129,1
7532,129,1
7533,129,1
7534,129,1
7535,129,1
7536,129,1
7537,129,1
7538,129,1
7539,129,1
7540,129,1
7543,129,1
7544,129,1
7545,129,1
7547,129,1
7549,129,1
7551,129,1
7552,129,1
7553,129,1
7554,129,1
7555,129,1
7559,129,1
7560,129,1
7561,129,1
7562,129,1
7563,129,1
7564,129,1
7565,129,1
7568,129,1
7570,129,1
7571,129,1
7572,129,1
7573,129,1
7575,129,1
7576,129,1
7577,129,1
7578,129,1
7579,129,1
7580,129,1
7582,129,1
7583,129,1
7584,129,1
7585,129,1
7588,129,1
7589,129,1
7590,129,1
7591,129,1
7592,129,1
7594,129,1
7595,129,1
7596,129,1
7598,129,1
7603,129,1
7605,129,1
7606,129,1
7607,129,1
7608,129,1
7609,129,1
7610,129,1
7611,129,1
7612,129,1
7613,129,1
7616,129,1
7618,129,1
7619,129,1
7620,129,1
7621,129,1
7622,129,1
7623,129,1
7624,129,1
7626,129,1
7629,129,1
7630,129,1
7631,129,1
7632,129,1
7633,129,1
7634,129,1
7635,129,1
7636,129,1
7637,129,1
7638,129,1
7639,129,1
7640,129,1
7641,129,1
7642,129,1
7643,129,1
7644,129,1
7645,129,1
7647,129,1
7648,129,1
7652,129,1
7653,129,1
7654,129,1
7655,129,1
7657,129,1
7658,129,1
7659,129,1
7661,129,1
7663,129,1
7664,129,1
7665,129,1
7666,129,1
7667,129,1
7668,129,1
7669,129,1
7671,129,1
7672,129,1
7679,129,1
7683,129,1
7684,129,1
7685,129,1
7687,129,1
7688,129,1
7690,129,1
7692,129,1
7694,129,1
7695,129,1
7696,129,1
7697,129,1
7699,129,1
7700,129,1
7701,129,1
7702,129,1
7703,129,1
7710,129,1
7711,129,1
7713,129,1
7715,129,1
7719,129,1
7720,129,1
7721,129,1
7723,129,1
7725,129,1
7729,129,1
7730,129,1
7732,129,1
7734,129,1
7735,129,1
7736,129,1
7739,129,1
7740,129,1
7741,129,1
7742,129,1
7743,129,1
7745,129,1
7748,129,1
7749,129,1
7751,129,1
7752,129,1
7753,129,1
7754,129,1
7755,129,1
7758,129,1
7759,129,1
7760,129,1
7762,129,1
7763,129,1
7764,129,1
7766,129,1
7767,129,1
7769,129,1
7772,129,1
7773,129,1
7774,129,1
7775,129,1
7776,129,1
7777,129,1
7778,129,1
7779,129,1
7782,129,1
7783,129,1
7784,129,1
7785,129,1
7787,129,1
7788,129,1
7789,129,1
7791,129,1
7792,129,1
7793,129,1
7795,129,1
7796,129,1
7797,129,1
7798,129,1
7800,129,1
7801,129,1
7804,129,1
7806,129,1
7807,129,1
7811,129,1
7813,129,1
7816,129,1
7818,129,1
7819,129,1
7822,129,1
7823,129,1
7825,129,1
7826,129,1
7827,129,1
7828,129,1
7830,129,1
7832,129,1
7834,129,1
7835,129,1
7836,129,1
7837,129,1
7838,129,1
7839,129,1
7841,129,1
7843,129,1
7846,129,1
7847,129,1
7849,129,1
7850,129,1
7856,129,1
7857,129,1
7858,129,1
7860,129,1
7862,129,1
7864,129,1
7867,129,1
7868,129,1
7869,129,1
7871,129,1
7872,129,1
7873,129,1
7874,129,1
7875,129,1
7876,129,1
7877,129,1
7878,129,1
7881,129,1
7882,129,1
7884,129,1
7885,129,1
7886,129,1
7889,129,1
7890,129,1
7891,129,1
7892,129,1
7893,129,1
7896,129,1
7897,129,1
7899,129,1
7903,129,1
7904,129,1
7905,129,1
7907,129,1
7908,129,1
7911,129,1
7912,129,1
7913,129,1
7914,129,1
7917,129,1
7919,129,1
7920,129,1
7921,129,1
7922,129,1
7926,129,1
7928,129,1
7930,129,1
7931,129,1
7932,129,1
7933,129,1
7934,129,1
7935,129,1
7937,129,1
7939,129,1
7940,129,1
7942,129,1
7946,129,1
7947,129,1
7948,129,1
7949,129,1
7950,129,1
7951,129,1
7952,129,1
7954,129,1
7955,129,1
7956,129,1
7958,129,1
7959,129,1
7960,129,1
7961,129,1
7962,129,1
7963,129,1
7964,129,1
7965,129,1
7966,129,1
7967,129,1
7969,129,1
7970,129,1
7972,129,1
7974,129,1
7976,129,1
7977,129,1
7978,129,1
7983,129,1
7984,129,1
7985,129,1
7986,129,1
7988,129,1
7989,129,1
7990,129,1
7991,129,1
7996,129,1
7997,129,1
7998,129,1
8000,129,1
8001,129,1
8004,129,1
8005,129,1
8006,129,1
8008,129,1
8009,129,1
8010,129,1
8013,129,1
8015,129,1
8016,129,1
8017,129,1
8018,129,1
8019,129,1
8020,129,1
8021,129,1
8022,129,1
8024,129,1
8025,129,1
8026,129,1
2,130,1
3,130,1
58,130,1
64,130,1
66,130,1
70,130,1
97,130,1
137,130,1
143,130,1
176,130,1
200,130,1
210,130,1
229,130,1
237,130,1
244,130,1
255,130,1
258,130,1
269,130,1
297,130,1
301,130,1
349,130,1
369,130,1
400,130,1
403,130,1
420,130,1
451,130,1
453,130,1
458,130,1
489,130,1
528,130,1
542,130,1
543,130,1
557,130,1
562,130,1
564,130,1
567,130,1
574,130,1
581,130,1
609,130,1
617,130,1
663,130,1
667,130,1
669,130,1
724,130,1
741,130,1
747,130,1
757,130,1
766,130,1
782,130,1
831,130,1
888,130,1
964,130,1
966,130,1
974,130,1
997,130,1
1042,130,1
1043,130,1
1070,130,1
1080,130,1
1097,130,1
1149,130,1
1199,130,1
1282,130,1
1285,130,1
1291,130,1
1316,130,1
1378,130,1
1409,130,1
1451,130,1
1573,130,1
1603,130,1
1611,130,1
1619,130,1
1620,130,1
1673,130,1
1685,130,1
1702,130,1
1703,130,1
1705,130,1
1762,130,1
1782,130,1
1815,130,1
1817,130,1
1900,130,1
1917,130,1
1921,130,1
1925,130,1
1942,130,1
2007,130,1
2031,130,1
2065,130,1
2091,130,1
2176,130,1
2218,130,1
2255,130,1
2258,130,1
2270,130,1
2300,130,1
2367,130,1
2375,130,1
2377,130,1
2410,130,1
2415,130,1
2420,130,1
2421,130,1
2422,130,1
2442,130,1
2463,130,1
2466,130,1
2482,130,1
2504,130,1
2517,130,1
2526,130,1
2560,130,1
2583,130,1
2627,130,1
2642,130,1
2713,130,1
2725,130,1
2741,130,1
2791,130,1
2874,130,1
2881,130,1
2914,130,1
2942,130,1
2945,130,1
2962,130,1
2973,130,1
2984,130,1
3005,130,1
3015,130,1
3037,130,1
3041,130,1
3042,130,1
3063,130,1
3132,130,1
3137,130,1
3143,130,1
3148,130,1
3168,130,1
3175,130,1
3192,130,1
3194,130,1
3257,130,1
3259,130,1
3311,130,1
3324,130,1
3330,130,1
3343,130,1
3353,130,1
3366,130,1
3393,130,1
3425,130,1
3444,130,1
3461,130,1
3490,130,1
3528,130,1
3530,130,1
3533,130,1
3536,130,1
3566,130,1
3589,130,1
3597,130,1
3673,130,1
3717,130,1
3740,130,1
3747,130,1
3748,130,1
3826,130,1
3834,130,1
3872,130,1
3895,130,1
3904,130,1
3935,130,1
3943,130,1
3947,130,1
3951,130,1
3958,130,1
3964,130,1
3979,130,1
3984,130,1
3997,130,1
4029,130,1
4098,130,1
4105,130,1
4110,130,1
4120,130,1
4134,130,1
4136,130,1
4138,130,1
4155,130,1
4237,130,1
4288,130,1
4294,130,1
4322,130,1
4411,130,1
4423,130,1
4448,130,1
4471,130,1
4481,130,1
4493,130,1
4497,130,1
4515,130,1
4569,130,1
4571,130,1
4573,130,1
4581,130,1
4587,130,1
4593,130,1
4610,130,1
4621,130,1
4626,130,1
4640,130,1
4692,130,1
4702,130,1
4738,130,1
4748,130,1
4756,130,1
4861,130,1
4863,130,1
4893,130,1
4912,130,1
4925,130,1
4950,130,1
4961,130,1
4989,130,1
5039,130,1
5083,130,1
5086,130,1
5147,130,1
5149,130,1
5158,130,1
5165,130,1
5201,130,1
5242,130,1
5255,130,1
5259,130,1
5273,130,1
5329,130,1
5331,130,1
5361,130,1
5415,130,1
5501,130,1
5521,130,1
5530,130,1
5532,130,1
5540,130,1
5554,130,1
5643,130,1
5674,130,1
5682,130,1
5705,130,1
5744,130,1
5764,130,1
5805,130,1
5822,130,1
5882,130,1
5885,130,1
5890,130,1
5913,130,1
5922,130,1
5963,130,1
6044,130,1
6049,130,1
6052,130,1
6080,130,1
6143,130,1
6238,130,1
6259,130,1
6265,130,1
6267,130,1
6275,130,1
6319,130,1
6340,130,1
6373,130,1
6389,130,1
6399,130,1
6401,130,1
6418,130,1
6445,130,1
6448,130,1
6467,130,1
6502,130,1
6516,130,1
6543,130,1
6545,130,1
6560,130,1
6577,130,1
6580,130,1
6585,130,1
6607,130,1
6610,130,1
6611,130,1
6613,130,1
6639,130,1
6645,130,1
6654,130,1
6656,130,1
6676,130,1
6684,130,1
6693,130,1
6705,130,1
6712,130,1
6733,130,1
6767,130,1
6810,130,1
6838,130,1
6867,130,1
6877,130,1
6887,130,1
6889,130,1
6899,130,1
6966,130,1
6967,130,1
7002,130,1
7036,130,1
7087,130,1
7095,130,1
7157,130,1
7189,130,1
7227,130,1
7234,130,1
7237,130,1
7242,130,1
7244,130,1
7266,130,1
7271,130,1
7291,130,1
7312,130,1
7319,130,1
7357,130,1
7383,130,1
7392,130,1
7437,130,1
7477,130,1
7486,130,1
7488,130,1
7492,130,1
7493,130,1
7498,130,1
7503,130,1
7525,130,1
7528,130,1
7549,130,1
7585,130,1
7610,130,1
7622,130,1
7637,130,1
7652,130,1
7653,130,1
7661,130,1
7671,130,1
7711,130,1
7719,130,1
7793,130,1
7797,130,1
7806,130,1
7822,130,1
7830,130,1
7872,130,1
7873,130,1
7948,130,1
7970,130,1
30,131,1
254,131,1
280,131,1
312,131,1
388,131,1
473,131,1
474,131,1
544,131,1
646,131,1
662,131,1
715,131,1
717,131,1
726,131,1
802,131,1
837,131,1
880,131,1
932,131,1
952,131,1
968,131,1
999,131,1
1031,131,1
1161,131,1
1166,131,1
1227,131,1
1272,131,1
1274,131,1
1311,131,1
1323,131,1
1362,131,1
1363,131,1
1371,131,1
1389,131,1
1528,131,1
1627,131,1
1687,131,1
1711,131,1
1743,131,1
1907,131,1
1951,131,1
1958,131,1
2028,131,1
2051,131,1
2076,131,1
2083,131,1
2089,131,1
2196,131,1
2352,131,1
2399,131,1
2432,131,1
2527,131,1
2551,131,1
2665,131,1
2671,131,1
2825,131,1
2991,131,1
3024,131,1
3108,131,1
3266,131,1
3493,131,1
3603,131,1
3608,131,1
3614,131,1
3763,131,1
3809,131,1
