item,description,week,price,units
122,COORS LT 6PK BTL                    ,46,7.49,4
128,COORS LT 9PK ALUM BTL               ,46,12.49,7
192,CORONA 12PK BTL                     ,46,14.99,3
194,CORONA 24OZ BTL                     ,46,2.79,3
191,CORONA 6PK BTL                      ,46,8.89,3
195,CORONA LT 12PK BTL                  ,46,14.99,1
193,CORONA LT 6PK BTL                   ,46,8.89,2
236,CRABBIES GINGER BEER                ,46,3.79,6
288,D'S WICKED BAKED APPLE CIDER        ,46,8.89,4
289,D'S WICKED GREEN APPLE CIDER        ,46,7.49,1
163,DESCHUTES BLK BUTTE PORTER 6PK      ,46,7.99,1
170,DESCHUTES CHAINBRAKER W IPA         ,46,8.49,4
164,DESCHUTES CHASIN' FRESHIES IPA 22   ,46,6.09,3
160,DESCHUTES FRESH SQUEEZED IPA 6PK    ,46,10.99,5
161,DESCHUTES INVERSION IPA 6PK         ,46,8.15666666666667,6
166,DESCHUTES MIRRORPND PALE 6PK        ,46,8.39,5
165,DESCHUTES RIVER ALE                 ,46,7.99,3
169,DESCHUTES SEASONAL 6PK              ,46,8.49,4
92,DOGFISH HEAD 90MIN IPA 4PK          ,46,11.19,3
134,DOS EQUIS AMBER 6PK                 ,46,8.39,2
135,DOS EQUIS LAGER 6PK                 ,46,8.39,2
249,DOUBLE MTN VAPORIZER                ,46,3.29,1
253,ECLIPTIC ORBITER IPA 22             ,46,4.69,10
204,ELYSIAN IMMORTAL IPA  22OZ NR       ,46,4.39,1
205,ELYSIAN IMPORTAL IPA 6PK            ,46,9.39,7
214,ELYSIAN MANIC IPA SERIES 22         ,46,5.59,1
206,ELYSIAN MENS ROOM RED ALE 22 OZ NR  ,46,4.39,1
207,ELYSIAN MENSROOM RED 6PK            ,46,9.39,1
210,ELYSIAN SEASONAL 6PK                ,46,9.39,4
211,ELYSIAN SPACE DUST IPA              ,46,5.59,4
77,FIRESTONE WALKER UNION JACK         ,46,4.99,2
78,FISH TALE BEYOND PALE               ,46,3.79,3
108,FOSTERS LAGER 25.4 CAN              ,46,2.39,6
257,FREEMONT UNIVERSAL PALE             ,46,4.09,2
260,FREMONT IPA 6PK CAN                 ,46,9.49,1
259,FREMONT UNIVERSAL PALE 6PK CAN      ,46,9.49,4
46,FULL SAIL AMBER 6PK                 ,46,8.49,2
45,FULL SAIL IPA 6PK                   ,46,8.49,2
48,FULL SAIL PILSNER 6PK               ,46,8.24,2
43,FULL SAIL SEASONAL 6PK              ,46,8.49,2
181,GREAT DIVIDE TITAN IPA 6PK BTL      ,46,10.29,2
234,GUINESS BLONDE 6 PK NR              ,46,8.99,1
233,GUINNESS DRAUGHT 4PK CAN            ,46,8.39,2
232,GUINNESSS DRAUGHT 6PK BTL           ,46,9.39,1
217,HAAKE BECK NON ALCOHOL 6/12 OZ      ,46,7.49,3
186,HALES MONGOOSE IPAN 6PK CAN         ,46,7.49,2
188,HALES VARIETY 6 PK CAN              ,46,8.39,1
153,HEINEKEN 12PK BTL                   ,46,14.99,2
180,HOEGAARDEN WHITE 6PK                ,46,9.19,1
280,HOP VALLEY CITRUS MISTRESS 6PK      ,46,9.49,1
279,HOP VALLEY SEASONAL 6PK CAN         ,46,8.99,2
54,ICEHOUSE 6PK/16 CAN                 ,46,5.19,1
274,IRON HORSE IRISH DEATH              ,46,4.69,5
184,KONA BIG WAVE GLDN ALE 6PK          ,46,8.99,2
182,KONA CASTAWAY IPA 6PK               ,46,8.99,1
183,KONA LONGBOARD LAGER 6PK            ,46,8.99,1
303,KULSHAN BASTARD KAT IPA 6 PK CAN    ,46,9.39,2
138,LAGUNITAS IPA 12PK                  ,46,17.49,1
136,LAGUNITAS IPA 6PK                   ,46,8.99,1
333,LAURELWOOD SEASONAL 6PK             ,46,8.69,4
332,LAURELWOOD WORKHORSE IPA 6PK        ,46,8.27,5
60,LEINENKUGEL SEASONAL 6PK            ,46,8.99,1
55,LEINENKUGL SEASONAL SHANDY          ,46,8.99,2
59,LITE 12PK 16FZ                      ,46,11.99,5
56,LITE 16oz ALUM 9PK                  ,46,12.49,2
291,MAUI BIG SWELL IPA 6PK CAN          ,46,12.19,1
9,MICHELOB ULTRA 6/12 OZ NR           ,46,7.69,3
61,MICKEYS MALT LIQ 6PK                ,46,6.49,2
85,MIKES HARD LEMONADE 6PK             ,46,8.99,2
81,MIKES HARDER BLK CHRY 16            ,46,1.79,1
82,MIKES HARDER CRANBRY 16             ,46,1.79,4
88,MIKES HARDER LEMONADE 16            ,46,1.79,13
86,MIKES HARDER STRBRY 16              ,46,1.79,12
89,MIKES HRDR LTD ED 16 CAN            ,46,1.79,9
83,MIKES MANGO PUNCH 6-11.2OZ BTL      ,46,8.99,1
51,MILLER HIGH LIFE 16 OZ 6PK          ,46,5.99,1
52,MILLER LITE 24OZ CAN                ,46,2.19,1
199,MODELO ESPECIAL 24 CAN              ,46,2.39,1
201,NEGROMODELO 6PK                     ,46,8.89,2
155,NEW BELGIUM FAT TIRE AMBER 12-12 BTL,46,16.99,1
154,NEW BELGIUM FAT TIRE AMBER 6PK      ,46,8.99,1
159,NEW BELGIUM RAMPANT 6PK             ,46,8.99,3
157,NEW BELGIUM RANGER IPA 6PK          ,46,8.99,1
158,NEW BELGIUM SEASONAL 6PK            ,46,8.99,6
156,NEW BELGIUM TRIPPEL 6/12 OZ         ,46,8.99,3
327,NINKASI DOMINATION 22OZ             ,46,3.99,4
328,NINKASI SEASONAL                    ,46,3.99,3
330,NINKASI SEASONAL 6PK                ,46,9.99,2
99,NO LI EMPIRE 8 SESSION IPA 22       ,46,3.79,1
337,NOT YOUR FATHERS ROOT BEER 6PK      ,46,11.99,4
238,ODIN THORS EQUINOX 22               ,46,6.09,1
142,OLD RASPUTIN STOUT 4/12 OZ          ,46,8.39,2
284,ORLISON IPL 6PK CAN                 ,46,8.89,1
40,PABST 16 OZ 6PK                     ,46,5.99,3
41,PABST 18PK                          ,46,13.99,1
189,PACIFICO 6PK                        ,46,8.89,2
97,PELICAN KIWANDACREAM ALE 6PK        ,46,9.39,1
98,PELICAN TSUNAMI STOUT               ,46,4.69,3
301,pFRIEM PILSNER                      ,46,3.79,1
302,PFRIEM SEASONAL 16.9                ,46,3.79,2
150,PIKE KILTLIFTER 6PK                 ,46,8.89,3
341,PORTLAND BREWING SEASONAL           ,46,3.79,2
175,PYRAMID OUTBURST IMP IPA 6PK        ,46,8.99,3
174,PYRAMID SEASONAL 22 OZ              ,46,3.79,5
172,PYRAMID SEASONAL 6PK                ,46,8.99,1
173,PYRAMIND APRICOT 6PK                ,46,8.99,3
171,PYRAMIND HEFEWEIZEN 6PK             ,46,8.99,2
139,RAINIER 16OZ 6PK CANS               ,46,5.99,12
140,RAINIER 18PK CANS                   ,46,13.99,4
245,RAMBLING ROUTE CIDER 4PK            ,46,7.99,5
36,RED HOOK SEASONAL                   ,46,8.09,5
38,RED HOOK SPORTS SERIES 6 PK         ,46,8.24,2
34,REDHOOK AUDIBLE ALE 6PK             ,46,8.09,5
32,REDHOOK ESB 12/12 OZ BTL            ,46,15.99,1
37,REDHOOK ESB 6PK                     ,46,8.19,5
35,REDHOOK LONGHAMMER IPA 6PK          ,46,8.15666666666667,3
33,REDHOOK VTY 12PK                    ,46,15.99,2
265,REUBENS CRIKEY IPA 22               ,46,4.69,4
264,REUBENS ROBUST PORTER 22            ,46,4.69,1
315,SAM ADAMS BOSTON LGR 6PK            ,46,8.99,1
319,SAPPORO CAN                         ,46,3.29,1
262,SCUTTLEBUTT IPA 6PK                 ,46,7.99,2
263,SCUTTLEBUTT SEASONAL 6PK BTL        ,46,7.99,3
224,SIERRA  NEVADA SEASONAL 6PK         ,46,8.39,10
226,SIERRA NEV PALE ALE 12PK            ,46,16.99,7
227,SIERRA NEV PALE ALE 6PK             ,46,8.79,5
225,SIERRA NEV TORPEDO 6PK              ,46,7.99,2
228,SIERRA NEVADA HOP HUNTER IPA 6PK    ,46,7.99,2
229,SIERRA NEVADA NOONER PILSNER        ,46,8.99,1
223,SIERRA NEVADA VTY 12PK              ,46,16.99,1
218,SNOQUALMIE COPPERHEAD PALE          ,46,4.69,12
221,SNOQUALMIE FALLS SEASONAL           ,46,4.69,9
222,SNOQUALMIE LIMITED RELEASE 22       ,46,6.09,3
220,SNOQUALMIE STEAM PORTER             ,46,4.69,3
219,SNOQUALMIE WILDCAT IPA 22OZ BTL     ,46,4.69,11
179,STELLA ARTOIS 12PK BTL              ,46,14.99,2
178,STELLA ARTOIS 6PK BTL               ,46,9.19,7
19,STELLA CIDRE 6 PK                   ,46,9.19,2
91,STONE ARROGANT BASTARD 22           ,46,4.69,1
90,STONE RUINATION IPA 22              ,46,5.59,1
321,STRONGBOW GOLD CIDER 6PK            ,46,8.99,2
268,TWO BEERS EVO IPA 6PK CAN           ,46,9.39,1
109,UINTA HOP NOSH IPA 6PK CAN          ,46,8.39,4
177,UNIBROUE TERRIBLE 25.4              ,46,9.39,2
63,WEINHARDS PRIVATE RESERVE 6PK       ,46,6.49,1
103,WIDMER HEFEWEIZEN 6PK               ,46,8.99,3
105,WIDMER OMISSION LAGER 6 PK          ,46,9.39,1
106,WIDMER OMISSION PALE 6PK            ,46,9.39,2
104,WIDMER UPHEAVAL IPA 6PK             ,46,8.99,1
1,WOODCHUCK GUMPTION 6PK              ,46,8.99,1
286,WORTHY IMPERIAL IPA 22              ,46,5.19,1
241,10 BARREL APOCALYPSE IPA 22         ,47,3.99,3
242,10 BARREL APOCALYPSE IPA 6PK        ,47,9.39,2
244,10 BARREL BREWING PRAY FOR SNOW WINT,47,9.39,5
240,10 BARREL SEASONAL 22               ,47,3.99,4
251,2 TOWNS BAD APPLE CIDER             ,47,6.59,4
252,2 TOWNS CIDER GINJANINJA 6PK        ,47,8.39,2
250,2 TOWNS CRISP APPLE CIDER           ,47,4.69,3
298,21ST AMENDMNT BREW FREE IPA 6PK     ,47,8.49,3
73,ALAKAN SAMPLER 12PK                 ,47,16.99,2
66,ALASKAN AMBER 6PK                   ,47,8.99,7
74,ALASKAN HOPTHERMIA 4PK              ,47,9.39,1
68,ALASKAN ICY IPA 6PK                 ,47,8.99,3
67,ALASKAN SEASONAL 6PK                ,47,8.99,2
270,AMERICAN BLONDE                     ,47,3.79,3
271,AMERICAN BREWING IPA 22             ,47,3.79,5
272,AMERICAN CABOOSE STOUT 22           ,47,3.79,8
273,AMERICAN FLYING MNKY PALE           ,47,3.79,3
335,ANDERSON VALLEY BRBN BRL STOUT      ,47,9.39,3
309,ANGRY ORCH GREEN APPLE 6PK          ,47,8.99,3
306,ANGRY ORCHARD CRISP APL 12PK        ,47,16.99,3
308,ANGRY ORCHARD CRISP APL 16 CAN      ,47,1.89,1
317,ANGRY ORCHARD CRISP APL 6PK         ,47,8.99,10
310,ANGRY ORCHARD HOP MAD               ,47,8.99,2
307,ANGRY ORCHARD SEASONAL 6PK          ,47,8.99,3
304,ANGRY ORCHARD VTY 12PK              ,47,16.99,3
231,ANTHEM CHERRY 4 PK                  ,47,12.19,1
287,ATLAS BLKBRY APPLE CIDER            ,47,6.09,7
277,BALEBREAKER TOPCUTTER IPA           ,47,8.99,12
102,BALLAST PT EVEN KEEL IPA 6PK        ,47,9.99,5
101,BALLAST PT SCULPIN 22               ,47,7.99,4
133,BEAR RACER 5 IPA                    ,47,11.19,4
132,BEAR REPUBLIC BLACK STOUT           ,47,4.69,4
131,BEAR REPUBLIC RACER 5 IPA 22        ,47,4.69,2
215,BECKS 24OZ BTL                      ,47,2.39,2
331,BEERS OF MEXICO VTY 12PK            ,47,15.99,2
248,BELLEVUE BREWING 425 PALE           ,47,4.19,1
75,BITBURGER 4 PK CAN                  ,47,6.99,3
31,BITBURGER 4PK CAN                   ,47,5.59,6
255,BLACK RAVEN ROTATING IPA            ,47,4.69,5
254,BLACK RAVEN TRICKSTER IPA 22        ,47,4.69,9
113,BLUEMOON 12PK                       ,47,16.99,8
112,BLUEMOON 6PK                        ,47,8.99,5
115,BLUEMOON SEASONAL 6PK               ,47,8.99,1
116,BLUEMOON WHITE IPA 6PK              ,47,8.99,1
296,BREAKSIDE WANDERLUST 22             ,47,4.69,6
342,BRIDGEPORT HOP CZAR IPA 6PK         ,47,8.99,2
10,BUD 12PK CAN                        ,47,11.99,6
11,BUD 18PK CAN                        ,47,15.99,1
20,BUD 25OZ CAN                        ,47,2.19,1
3,BUD 6PK 16 OZ CAN                   ,47,7.49,1
8,BUD 6PK BTL                         ,47,7.49,6
27,BUD LIGHT 18-12 BTL                 ,47,17.99,2
25,BUD LIGHT 24PK                      ,47,23.99,1
18,BUD LIGHT RESEALABLE 8PK            ,47,9.99,2
24,BUD LT 12PK CAN                     ,47,11.99,15
26,BUD LT 18PK CAN                     ,47,15.99,8
5,BUD LT 6PK 16 OZ CAN                ,47,7.49,2
7,BUD LT 6PK BTL                      ,47,7.49,5
22,BUD LT CHELADA 25 OZ CAN            ,47,3.19,7
14,BUD LT LIME 6PK BTL                 ,47,7.69,4
16,BUD LT PLATINUM 6PK BTL             ,47,7.69,1
28,BUSCH LT 18/16OZ CANS               ,47,17.79,3
79,CASCADE LAKES HOPSMACK 6PK          ,47,8.89,5
30,CHELAN HARD CIDER                   ,47,7.49,5
76,CLAUSTHALER NA 6PK                  ,47,6.69,1
326,CONEY ISL HARD ROOT BEER 6PK        ,47,11.99,2
118,COORS 16OZ 6PK CN                   ,47,7.49,1
119,COORS BANQUET 18/12 CAN             ,47,15.99,2
120,COORS BANQUET 9PK ALUMINUM          ,47,12.49,1
121,COORS BANQUET STUBBY 6PK            ,47,7.49,2
124,Coors Light 24-12 Can               ,47,22.69,4
127,COORS LITE 16 OZ                    ,47,1.39,3
126,COORS LT 12PK BTL                   ,47,11.99,6
111,COORS LT 12PK CAN                   ,47,11.99,16
129,COORS LT 16OZ PK CN                 ,47,7.49,2
123,COORS LT 18PK CAN                   ,47,15.99,19
125,COORS LT 24OZ                       ,47,2.19,2
122,COORS LT 6PK BTL                    ,47,7.49,7
128,COORS LT 9PK ALUM BTL               ,47,12.49,8
130,COORS PEAK GLUTEN FREE 6PK          ,47,7.99,2
192,CORONA 12PK BTL                     ,47,14.99,7
194,CORONA 24OZ BTL                     ,47,2.79,1
191,CORONA 6PK BTL                      ,47,8.89,2
195,CORONA LT 12PK BTL                  ,47,14.99,6
193,CORONA LT 6PK BTL                   ,47,8.89,5
236,CRABBIES GINGER BEER                ,47,3.79,15
237,CRABBIES SPICED ORANGE              ,47,3.79,2
288,D'S WICKED BAKED APPLE CIDER        ,47,8.89,4
289,D'S WICKED GREEN APPLE CIDER        ,47,7.49,7
163,DESCHUTES BLK BUTTE PORTER 6PK      ,47,8.99,6
164,DESCHUTES CHASIN' FRESHIES IPA 22   ,47,6.09,1
160,DESCHUTES FRESH SQUEEZED IPA 6PK    ,47,10.99,6
161,DESCHUTES INVERSION IPA 6PK         ,47,8.99,6
166,DESCHUTES MIRRORPND PALE 6PK        ,47,8.99,8
162,DESCHUTES PINEDROP IPA 6PK          ,47,10.99,3
165,DESCHUTES RIVER ALE                 ,47,8.99,3
169,DESCHUTES SEASONAL 6PK              ,47,8.99,8
92,DOGFISH HEAD 90MIN IPA 4PK          ,47,11.19,5
134,DOS EQUIS AMBER 6PK                 ,47,8.39,2
135,DOS EQUIS LAGER 6PK                 ,47,8.39,2
253,ECLIPTIC ORBITER IPA 22             ,47,4.69,5
204,ELYSIAN IMMORTAL IPA  22OZ NR       ,47,4.39,1
205,ELYSIAN IMPORTAL IPA 6PK            ,47,9.39,5
214,ELYSIAN MANIC IPA SERIES 22         ,47,5.59,2
206,ELYSIAN MENS ROOM RED ALE 22 OZ NR  ,47,4.39,3
207,ELYSIAN MENSROOM RED 6PK            ,47,9.39,2
210,ELYSIAN SEASONAL 6PK                ,47,9.39,3
211,ELYSIAN SPACE DUST IPA              ,47,5.59,2
77,FIRESTONE WALKER UNION JACK         ,47,4.99,5
78,FISH TALE BEYOND PALE               ,47,3.79,2
108,FOSTERS LAGER 25.4 CAN              ,47,2.39,10
257,FREEMONT UNIVERSAL PALE             ,47,4.09,1
258,FREMONT INTERURBAN IPA 22           ,47,4.09,1
260,FREMONT IPA 6PK CAN                 ,47,9.49,3
259,FREMONT UNIVERSAL PALE 6PK CAN      ,47,9.49,2
247,FT GEORGE VORTEX IPA 4PK CAN        ,47,11.19,1
46,FULL SAIL AMBER 6PK                 ,47,8.49,1
48,FULL SAIL PILSNER 6PK               ,47,8.49,2
43,FULL SAIL SEASONAL 6PK              ,47,8.49,2
294,GIGANTIC IPA 22                     ,47,5.19,1
94,GRATEFUL DEAD AMERICAN BEAUTY IPA   ,47,13.99,1
181,GREAT DIVIDE TITAN IPA 6PK BTL      ,47,10.29,2
234,GUINESS BLONDE 6 PK NR              ,47,8.99,2
233,GUINNESS DRAUGHT 4PK CAN            ,47,8.39,6
232,GUINNESSS DRAUGHT 6PK BTL           ,47,9.39,2
217,HAAKE BECK NON ALCOHOL 6/12 OZ      ,47,7.49,2
186,HALES MONGOOSE IPAN 6PK CAN         ,47,7.49,1
153,HEINEKEN 12PK BTL                   ,47,14.99,3
152,HEINEKEN 6PK BTL                    ,47,8.89,3
180,HOEGAARDEN WHITE 6PK                ,47,9.19,4
280,HOP VALLEY CITRUS MISTRESS 6PK      ,47,9.49,2
279,HOP VALLEY SEASONAL 6PK CAN         ,47,8.99,1
239,HUB SEASONAL 22                     ,47,5.19,1
54,ICEHOUSE 6PK/16 CAN                 ,47,5.19,3
274,IRON HORSE IRISH DEATH              ,47,4.69,3
184,KONA BIG WAVE GLDN ALE 6PK          ,47,8.99,2
182,KONA CASTAWAY IPA 6PK               ,47,8.99,1
185,KONA ISLAND HOPPER VTY 12PK         ,47,16.99,6
183,KONA LONGBOARD LAGER 6PK            ,47,8.99,3
303,KULSHAN BASTARD KAT IPA 6 PK CAN    ,47,9.39,6
138,LAGUNITAS IPA 12PK                  ,47,17.49,2
136,LAGUNITAS IPA 6PK                   ,47,8.99,7
137,LAGUNITAS LTL SUMPN 6PK             ,47,9.99,1
29,LAKE CHELAN CHERRY HARD CIDER       ,47,9.39,2
333,LAURELWOOD SEASONAL 6PK             ,47,9.39,3
332,LAURELWOOD WORKHORSE IPA 6PK        ,47,9.39,3
60,LEINENKUGEL SEASONAL 6PK            ,47,8.99,1
55,LEINENKUGL SEASONAL SHANDY          ,47,8.99,1
59,LITE 12PK 16FZ                      ,47,11.99,6
53,LITE 16OZ 6PK                       ,47,7.49,1
56,LITE 16oz ALUM 9PK                  ,47,12.49,2
291,MAUI BIG SWELL IPA 6PK CAN          ,47,12.19,2
290,MAUI BIKINI BLONDE LAGER 6PK CAN    ,47,11.19,1
9,MICHELOB ULTRA 6/12 OZ NR           ,47,7.69,4
85,MIKES HARD LEMONADE 6PK             ,47,8.99,1
81,MIKES HARDER BLK CHRY 16            ,47,1.79,9
82,MIKES HARDER CRANBRY 16             ,47,1.79,8
88,MIKES HARDER LEMONADE 16            ,47,1.79,15
86,MIKES HARDER STRBRY 16              ,47,1.79,2
89,MIKES HRDR LTD ED 16 CAN            ,47,1.79,6
58,MILLER LITE 12/12 OZ NR             ,47,11.99,2
57,MILLER LITE 18PK CAN                ,47,17.99,1
197,MODELO ESPECIAL 18PK CAN            ,47,20.99,2
200,MODELO ESPECIAL 6PK                 ,47,8.89,1
201,NEGROMODELO 6PK                     ,47,8.89,3
155,NEW BELGIUM FAT TIRE AMBER 12-12 BTL,47,16.99,2
154,NEW BELGIUM FAT TIRE AMBER 6PK      ,47,8.99,8
159,NEW BELGIUM RAMPANT 6PK             ,47,8.99,1
157,NEW BELGIUM RANGER IPA 6PK          ,47,8.99,1
158,NEW BELGIUM SEASONAL 6PK            ,47,8.99,3
156,NEW BELGIUM TRIPPEL 6/12 OZ         ,47,8.99,1
320,NEWCASTLE BROWN ALE 6PK             ,47,8.49,4
327,NINKASI DOMINATION 22OZ             ,47,3.99,4
328,NINKASI SEASONAL                    ,47,3.99,4
330,NINKASI SEASONAL 6PK                ,47,9.99,2
329,NINKASI TTL DOM IPA 6PK             ,47,9.39,1
143,NORTH COAST PRANQSTER 4PK           ,47,8.89,1
337,NOT YOUR FATHERS ROOT BEER 6PK      ,47,11.99,6
238,ODIN THORS EQUINOX 22               ,47,6.09,1
6,ODOULS 6PK BTL                      ,47,6.49,2
142,OLD RASPUTIN STOUT 4/12 OZ          ,47,8.39,2
284,ORLISON IPL 6PK CAN                 ,47,8.89,1
42,PABST 12PK                          ,47,9.99,2
40,PABST 16 OZ 6PK                     ,47,5.99,5
41,PABST 18PK                          ,47,13.99,5
189,PACIFICO 6PK                        ,47,8.89,5
97,PELICAN KIWANDACREAM ALE 6PK        ,47,9.39,3
98,PELICAN TSUNAMI STOUT               ,47,4.69,2
301,pFRIEM PILSNER                      ,47,3.79,1
302,PFRIEM SEASONAL 16.9                ,47,3.79,1
144,PIKE 5X STOUT 22                    ,47,4.69,2
148,PIKE IPA 6PK                        ,47,8.89,1
150,PIKE KILTLIFTER 6PK                 ,47,8.89,1
146,PIKE LOCALE SPECIAL RELEASE 22      ,47,9.39,2
145,PIKES MONKS UNCLE TRIPEL 22         ,47,4.69,11
341,PORTLAND BREWING SEASONAL           ,47,3.79,5
175,PYRAMID OUTBURST IMP IPA 6PK        ,47,8.99,1
174,PYRAMID SEASONAL 22 OZ              ,47,3.79,5
172,PYRAMID SEASONAL 6PK                ,47,8.99,7
173,PYRAMIND APRICOT 6PK                ,47,8.99,3
139,RAINIER 16OZ 6PK CANS               ,47,5.99,4
140,RAINIER 18PK CANS                   ,47,13.99,1
245,RAMBLING ROUTE CIDER 4PK            ,47,7.99,4
36,RED HOOK SEASONAL                   ,47,7.99,10
38,RED HOOK SPORTS SERIES 6 PK         ,47,7.99,2
34,REDHOOK AUDIBLE ALE 6PK             ,47,7.99,3
32,REDHOOK ESB 12/12 OZ BTL            ,47,15.99,1
37,REDHOOK ESB 6PK                     ,47,7.99,6
35,REDHOOK LONGHAMMER IPA 6PK          ,47,7.99,10
33,REDHOOK VTY 12PK                    ,47,15.99,6
265,REUBENS CRIKEY IPA 22               ,47,4.69,2
264,REUBENS ROBUST PORTER 22            ,47,4.69,2
340,ROGUE DEAD GUY ALE 6PK              ,47,11.19,2
339,ROGUE FARMS 7 HOP IPA 22            ,47,6.29,1
315,SAM ADAMS BOSTON LGR 6PK            ,47,8.99,3
316,SAM ADAMS SEASONAL 6PK              ,47,8.99,2
262,SCUTTLEBUTT IPA 6PK                 ,47,7.99,3
263,SCUTTLEBUTT SEASONAL 6PK BTL        ,47,7.99,4
47,SESSION IPA 12PK                    ,47,12.99,3
322,SHINER BOCK                         ,47,8.99,1
12,SHOCK TOP 6PK                       ,47,8.49,1
224,SIERRA  NEVADA SEASONAL 6PK         ,47,7.99,16
226,SIERRA NEV PALE ALE 12PK            ,47,16.99,3
227,SIERRA NEV PALE ALE 6PK             ,47,7.99,14
225,SIERRA NEV TORPEDO 6PK              ,47,7.99,2
228,SIERRA NEVADA HOP HUNTER IPA 6PK    ,47,7.99,3
229,SIERRA NEVADA NOONER PILSNER        ,47,7.99,3
230,SIERRA NEVADA TORPEDO 12PK CAN      ,47,16.99,1
223,SIERRA NEVADA VTY 12PK              ,47,16.99,4
202,SILVER CITY SEASONAL                ,47,7.49,1
218,SNOQUALMIE COPPERHEAD PALE          ,47,4.69,9
221,SNOQUALMIE FALLS SEASONAL           ,47,4.69,14
222,SNOQUALMIE LIMITED RELEASE 22       ,47,6.09,9
220,SNOQUALMIE STEAM PORTER             ,47,4.69,2
219,SNOQUALMIE WILDCAT IPA 22OZ BTL     ,47,4.69,7
179,STELLA ARTOIS 12PK BTL              ,47,14.99,13
178,STELLA ARTOIS 6PK BTL               ,47,9.19,13
19,STELLA CIDRE 6 PK                   ,47,9.19,2
91,STONE ARROGANT BASTARD 22           ,47,4.69,2
90,STONE RUINATION IPA 22              ,47,5.59,3
321,STRONGBOW GOLD CIDER 6PK            ,47,8.99,5
268,TWO BEERS EVO IPA 6PK CAN           ,47,9.39,1
269,TWO BEERS IMMERSION AMBER CANS      ,47,9.49,1
109,UINTA HOP NOSH IPA 6PK CAN          ,47,8.39,4
177,UNIBROUE TERRIBLE 25.4              ,47,9.39,1
64,WEINHARDS PRIVATE RESERVE 12PK      ,47,11.99,1
103,WIDMER HEFEWEIZEN 6PK               ,47,8.99,11
106,WIDMER OMISSION PALE 6PK            ,47,9.39,4
104,WIDMER UPHEAVAL IPA 6PK             ,47,8.99,4
286,WORTHY IMPERIAL IPA 22              ,47,5.19,5
241,10 BARREL APOCALYPSE IPA 22         ,48,3.99,2
242,10 BARREL APOCALYPSE IPA 6PK        ,48,9.39,5
244,10 BARREL BREWING PRAY FOR SNOW WINT,48,9.39,1
240,10 BARREL SEASONAL 22               ,48,3.99,2
251,2 TOWNS BAD APPLE CIDER             ,48,6.59,3
252,2 TOWNS CIDER GINJANINJA 6PK        ,48,8.39,1
250,2 TOWNS CRISP APPLE CIDER           ,48,4.69,2
298,21ST AMENDMNT BREW FREE IPA 6PK     ,48,8.49,1
73,ALAKAN SAMPLER 12PK                 ,48,16.99,1
69,ALASKAN FREERIDE APA 6PK            ,48,8.99,2
68,ALASKAN ICY IPA 6PK                 ,48,8.99,3
67,ALASKAN SEASONAL 6PK                ,48,8.99,1
270,AMERICAN BLONDE                     ,48,3.79,2
271,AMERICAN BREWING IPA 22             ,48,3.79,3
272,AMERICAN CABOOSE STOUT 22           ,48,3.79,3
273,AMERICAN FLYING MNKY PALE           ,48,3.79,3
335,ANDERSON VALLEY BRBN BRL STOUT      ,48,9.39,6
309,ANGRY ORCH GREEN APPLE 6PK          ,48,8.99,1
306,ANGRY ORCHARD CRISP APL 12PK        ,48,14.99,2
317,ANGRY ORCHARD CRISP APL 6PK         ,48,8.99,3
307,ANGRY ORCHARD SEASONAL 6PK          ,48,8.99,1
304,ANGRY ORCHARD VTY 12PK              ,48,15.99,2
287,ATLAS BLKBRY APPLE CIDER            ,48,6.09,4
277,BALEBREAKER TOPCUTTER IPA           ,48,9.49,2
102,BALLAST PT EVEN KEEL IPA 6PK        ,48,9.99,3
101,BALLAST PT SCULPIN 22               ,48,7.99,2
133,BEAR RACER 5 IPA                    ,48,11.19,2
132,BEAR REPUBLIC BLACK STOUT           ,48,4.69,2
131,BEAR REPUBLIC RACER 5 IPA 22        ,48,4.69,5
215,BECKS 24OZ BTL                      ,48,2.39,2
216,BECKS 6-12 BTL                      ,48,8.99,2
248,BELLEVUE BREWING 425 PALE           ,48,4.19,3
75,BITBURGER 4 PK CAN                  ,48,6.99,2
31,BITBURGER 4PK CAN                   ,48,5.16142857142857,7
255,BLACK RAVEN ROTATING IPA            ,48,4.69,4
254,BLACK RAVEN TRICKSTER IPA 22        ,48,4.69,6
113,BLUEMOON 12PK                       ,48,16.99,1
112,BLUEMOON 6PK                        ,48,8.99,8
115,BLUEMOON SEASONAL 6PK               ,48,8.99,6
296,BREAKSIDE WANDERLUST 22             ,48,4.69,5
10,BUD 12PK CAN                        ,48,11.99,1
20,BUD 25OZ CAN                        ,48,2.19,2
3,BUD 6PK 16 OZ CAN                   ,48,7.49,2
8,BUD 6PK BTL                         ,48,7.49,3
27,BUD LIGHT 18-12 BTL                 ,48,17.99,2
18,BUD LIGHT RESEALABLE 8PK            ,48,9.99,3
24,BUD LT 12PK CAN                     ,48,11.99,9
26,BUD LT 18PK CAN                     ,48,17.3233333333333,6
21,BUD LT 25 OZ CAN                    ,48,2.19,1
5,BUD LT 6PK 16 OZ CAN                ,48,7.49,6
22,BUD LT CHELADA 25 OZ CAN            ,48,3.19,5
14,BUD LT LIME 6PK BTL                 ,48,7.69,1
15,BUD LT PLATINUM 12PK BTL            ,48,13.99,1
